,placename,placeaddress,placephone,placeinfo,placeintro,openhour,placeimg
10,에스바디핏 망원점,서울 마포구 월드컵로 67 2층,02-332-1433,"주차, 무선 인터넷, 남/녀 화장실 구분, 지역화폐(모바일형), 제로페이, 국민지원금",,월요일 08:40 - 23:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201106_188%2F1604641778598OdbkO_JPEG%2FDPSBkoiUXC7LJ9r0Hhe0aA7X.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201106_292%2F1604641786253QmsYG_JPEG%2F1ZjHK5WRvBTxuZtvtxE7OKju.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201106_163%2F16046417994949CoCI_JPEG%2Fk0C7s8Zl5uJaYvkh9o0l66tG.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201106_256%2F1604641805967tJ8er_JPEG%2F7qecyY2mk43MGeWQV0VK9yp0.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201106_150%2F1604641813174FH4tA_JPEG%2FaeSbN7nzKbsFxegFQUPBAfzy.jpg"""
11,머슬케어필라테스 공덕역점,서울 마포구 마포대로 109,02-711-9675,"주차, 예약, 무선 인터넷, 유아시설(놀이방), 남/녀 화장실 구분, 국민지원금",,주말 08:00 - 16:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_4%2F1441005340183jrB93_JPEG%2F146151518936704_0.jpeg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_264%2F1441005340389QgUfV_JPEG%2F146151518936704_1.jpeg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_149%2F1441005340609FiWyL_JPEG%2F146151518936704_2.jpeg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_227%2F1441005340882oVwpq_JPEG%2F146151518936704_3.jpeg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_234%2F1441005341084KGf6s_JPEG%2F146151518936704_4.jpeg"""
12,라인필라테스 애오개점,서울 마포구 마포대로 204,02-362-7200,"주차, 예약, 무선 인터넷, 남/녀 화장실 구분, 지역화폐(카드형), 제로페이, 국민지원금",,주말 07:00 - 18:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200518_271%2F15897813838091HqNf_JPEG%2FXPTBQNYwVdeeXRnmEy1Rc66V.jpeg.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201111_171%2F1605070405751JsMJo_PNG%2FNb4W_rgNj3Q75IpZKgSfdqIh.png"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201113_139%2F1605255803904DCj4G_PNG%2FnokqllPthyxvcZE0nNV3tNE8.png"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201113_148%2F1605243976687DmIUm_JPEG%2FUVXM3xuVdNYt0szlIHZzI96F.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201113_55%2F1605243976633ILtQ7_JPEG%2FKrcXGgXGZgTO4-NgcJTuzPl2.jpg"""
13,플라잉필라테스,서울 마포구 월드컵북로 402 케이지아이티센터,0507-1431-6336,"주차, 예약, 무선 인터넷, 남/녀 화장실 구분","상암최초플라잉요가&기구필라테스&자이로토닉&번지피지오스튜디오입니다.그룹레슨,듀엣레슨,개인레슨 다양한이벤트중",,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_283%2F1440999235226wQuWM_JPEG%2FSUBMIT_1407838001187_35413516.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170908_116%2F1504816182923NhF8Q_JPEG%2FxYMQhqLmXhLT408H-aAJ2zGy.JPG.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190427_191%2F1556370551065S5Hxq_JPEG%2FPNlZkwVm5Mjb_m45wv_cQ6Xw.JPG.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190427_27%2F1556370562354rL1Oj_JPEG%2F-S0ju5XZkYaKADISjPH0gSon.JPG.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190427_210%2F1556370578693iB2aA_JPEG%2FOqUjHxRinvuwmoiCWLkvz6W1.JPG.jpg"""
14,이안필라테스,서울 마포구 월드컵북로48길 5 2층 이안필라테스,010-5695-6355,"무선 인터넷, 국민지원금",,평일 07:00 - 23:00 수업가능한시간,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_188%2F1441062350637jYSdO_JPEG%2F166162525823053_0.jpeg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_287%2F1441062350841mAODT_JPEG%2F166162525823053_1.jpeg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_215%2F1441062351039R8Swi_JPEG%2F166162525823053_2.jpeg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_290%2F1441062351224mFaWS_JPEG%2F166162525823053_3.jpeg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_273%2F1441062351409uyfrd_JPEG%2F166162525823053_4.jpeg"""
15,바른핏 PT&필라테스 광흥창점,"서울 마포구 창전동 220-1 2,3층",010-3091-9722,"주차, 예약, 남/녀 화장실 구분",,일요일 휴무,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200407_11%2F15862564611215mE0a_JPEG%2Fi2n25zDteqEiiKlXVAdVO3Sz.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190118_110%2F1547742047226pQhWe_JPEG%2F95P6vK4DsgNzj81NyK8LLZnB.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190118_87%2F1547743823846axU9n_JPEG%2Fjl57hOFjJUs3IrUpYgCZpiUP.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190118_245%2F15477438445560sxi8_JPEG%2FJ3Vw3nNpPIgr6P4cAh_NOsqy.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190713_108%2F1562992652148f7lH4_JPEG%2F-Om77tMhhhMy1_6x58_Lz5ud.jpg"""
16,더 모던 필라테스,서울 마포구 양화로 156 1521호,0507-1423-3252,주차,,주말 09:00 - 02:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160706_209%2F1467805911215VsmYe_JPEG%2F176656608170546_0.jpeg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160706_216%2F1467805911291pR8aa_JPEG%2F176656608170546_1.jpeg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160706_174%2F1467805911349fdggc_JPEG%2F176656608170546_2.jpeg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160706_294%2F1467805911425kQhkg_JPEG%2F176656608170546_3.jpeg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160706_39%2F1467805911479eBVJ0_JPEG%2F176656608170546_4.jpeg"""
17,리본필라테스,서울 마포구 양화로 78-19 리본필라테스,0507-1392-7407,"주차, 무선 인터넷, 남/녀 화장실 구분",,주말 09:00 - 15:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210923_45%2F1632363950322GSV5G_JPEG%2FlZS1JZBoa8jTwrf_ndEb_EYa.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210923_199%2F16323639492004DVNu_JPEG%2FiRVHTyRroWCf9RC-Hf4Bn94g.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210923_246%2F1632363949164HmgCY_JPEG%2FGmu_CsHolIFGarUKcDcMcdQh.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210923_260%2F1632363949310U7rwb_JPEG%2FHofLQSuAtX28AgQyM6_57GIj.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210923_34%2F1632363950355t19x1_JPEG%2FU5YSSbxvhVUgg77DU-JWsPsG.jpg"""
18,굿바디 필라테스,서울 마포구 월드컵로 149 육전국밥 건물 2층,0507-1392-0016,국민지원금,,일요일 휴무,"""https://search.pstatic.net/common/?autoRotate=true&amp;quality=95&amp;type=w750&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190516_159%2F155796481954857qGg_JPEG%2Fpb2pK4VbuOgWenvzNPBok0HR.jpg"""
19,바디멀티필라테스 스튜디오 마포구청점,서울 마포구 월드컵로36길 14,02-303-7111,"주차, 예약, 무선 인터넷, 남/녀 화장실 구분, 지역화폐(카드형), 지역화폐(모바일형), 제로페이, 국민지원금",,일요일 10:00 - 16:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200717_144%2F1594956758360TzWTp_JPEG%2FUfzRof5LnXusgfoOjym2Oysq.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200717_276%2F1594956760072vwSrA_JPEG%2FDgTHbNBLXLFep-RGYNerzPZl.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200717_88%2F1594956763817Cx16C_JPEG%2FWU3BYMzKWtHwkARe-MQ8IMot.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200717_136%2F1594956760287C0huC_JPEG%2FBXRoikdOcRZqlLPlfR7R5UrD.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200717_7%2F15949567587732WmY1_JPEG%2F92BVVY1b3g-rAqDUygpdWhXD.jpg"""
20,제니 필라테스,서울 마포구 양화로6길 78 2층,0507-1326-5304,"주차, 예약, 국민지원금",,일요일 휴무,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200909_165%2F1599655843040QncqO_PNG%2FY6y9OBp9vqHGoO-kYb5Xh5d8.png"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200902_76%2F1599027642979qyAz9_JPEG%2FE8hHm-6kdLyS_Bvz150D5dZf.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200902_285%2F1599026684896JHDnw_JPEG%2F2qcSclEz1BagMjBhVKASHsOf.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200902_227%2F1599026686757WUDRX_JPEG%2F3N2hHEfhPaf-Nm3XO8aA7vU9.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200831_67%2F1598861673968xyjPL_JPEG%2Fimage.jpg"""
21,비욘드바디필라테스&플라잉요가 공덕점,서울 마포구 마포대로 115-8,0507-1327-0237,"주차, 무선 인터넷, 남/녀 화장실 구분, 국민지원금",,평일 10:00 - 22:00 국가공휴일/일요일 휴무,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191204_158%2F1575438114375vExRJ_JPEG%2F6CRLvOayPv8UovPqqaWioxr0.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210203_222%2F1612344790168chgWM_JPEG%2F5HcAtSzjqSF1gdKE8o8xnliP.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210203_228%2F1612344789918kr5G2_JPEG%2F-kP7Yhuexu1a3AkHSf5YfBjh.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191204_17%2F1575438125706qqIzy_JPEG%2F4yqeGzh9ajjiOSBYFK2leh1X.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210203_275%2F1612344790151fiyCB_JPEG%2Fxk_3U3hxGmKGuhowMx98L0iW.jpg"""
22,제이핏필라테스 상암점,서울 마포구 월드컵북로 361 DMC이안 2단지 상가 3층 304~306호,010-3074-2949,"예약, 국민지원금",,평일 07:00 - 22:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151112_269%2F14472945782087tPxl_JPEG%2FSUBMIT_1447293725509_33758403.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151112_28%2F1447293731961GnAMW_JPEG%2FSUBMIT_1447293725094_33758403.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151112_225%2F14472937321584PO1f_JPEG%2FSUBMIT_1447293725202_33758403.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151112_162%2F144729373234462JRv_JPEG%2FSUBMIT_1447293725367_33758403.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20151112_108%2F1447294578449Nbf0x_JPEG%2FSUBMIT_1447293511611_33758403.jpg"""
23,퍼스트 필라테스학원,서울 마포구 신촌로4길 11 3층,0507-1374-5394,"단체석, 주차, 방문접수/출장, 예약, 무선 인터넷","[퍼스트 필라테스&PT 과정] One Day Class : 39,000원. One Day Group Class : 29,000원. 아카데미 PT : 상담 후 안내 방문 PT : 상담 후 안내체형교정, 통증/재활, 근력 향상, 다이어트 등 모든 목적으로 다양하게 운동할 수 있습니다!필라테스, 교정/재활 각 분야의 오랜 경력과 검증된 전문 강사님들과 함께하고 있으며, 1:1개인 레슨 같은 경우 원하시는 목적에 맞게 강사님 배정을 도와드리고 있습니다^^- 신규 Open 이벤트&최신 시설- 운동과 자격을 동시에 취득~!- 10년 이상 경력의 베타랑 전임강사 제도- 공신력 있는 필라테스 협회 인증 지도자 강사 자격 과정 운영- 필라테스 협회 강사 자격 등록까지- 취업 연계 및 창업지원 교육[퍼스트 정규 교육과정] 필라테스 강사 양성 소도구&매트 필라테스 Lv 1~3 재활 필라테스 Lv 1~3 퍼스널트레이닝(PT)[마스터 과정] 레더바렐/리포머/캐딜락/스프링보드/체어 필라테스 국제 디플로마[창업] 필라테스 창업 교육언제든 편하게 문의 주세요.무료상담 가능합니다^^",매일 00:00 - 24:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210812_164%2F1628744122546rtpPq_JPEG%2FU2mmnIwXuNr-S38AmTaJ7xjd.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210812_230%2F1628744180265Dg4ID_JPEG%2FvKafAMz0riHcWh7K1aSEHy31.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210812_285%2F1628744154497ztEw2_JPEG%2FX6TAgfX22h4RIoN7mKJQ3FQw.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210812_231%2F1628744215822sI1Ig_JPEG%2FWB6QOlNzoo7JgTTsSOhxtOVU.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210812_38%2F1628744151396LuAKS_JPEG%2FRFaTeCtpdoSauBQTRejUj1hM.jpg"""
24,클라 필라테스 본점,서울 마포구 중동 362 3층,010-9162-0362,"주차, 예약, 무선 인터넷, 반려동물 동반, 국민지원금",,매일 00:00 - 24:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210909_3%2F1631187993900CI2jE_JPEG%2F5pxT94U-x0nqAD-jdBchWSQ5.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210909_236%2F1631188219150uyo3L_JPEG%2F4bUP2dIrhEYxOD1x6_M6TuE9.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210909_138%2F1631188213714HulJ2_JPEG%2FEE2dlJlLtCaD1SQ0kHNlMXAL.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210909_136%2F1631188245171PQMfn_JPEG%2FtPGP_jRcDTOYvHYqzOaxm0g2.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210909_93%2F1631188061135PeeHC_JPEG%2FNZBrXKiqx-di-GxxMokI6YSp.jpg"""
25,타임투필라테스 합정점,서울 마포구 양화로7길 30,010-5069-2468,"단체석, 주차, 방문접수/출장, 예약, 무선 인터넷, 남/녀 화장실 구분","First pilates, time to PILATES@업계최초 필라테스 운동법 특허 보유@업계최초 베이비케어 서비스 실시Professional pilates, time to PILATES@정형외과, 산부인과 병원출강@필라테스 강사 교육기관VVIP pilates, time to PILATES@수입기구 도입@전문체형측정장비, 음파운동장비 도입안녕하세요타임투 필라테스 합정본점 입니다.수준 높은 필라테스를 위한 가장 합리적인 선택,타임투 필라테스가 함께하겠습니다.@합정 필라테스@합정역 필라테스2,6호선 합정역 도보 2분 합정 필라테스합정역 필라테스합정동 필라테스","평일 07:00 - 23:00 일요일,법정 공휴일 휴무","""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_138%2F1441099877476nOCnq_JPEG%2FSUBMIT_1437736586347_36812440.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_243%2F1441099877652eBO8k_JPEG%2FSUBMIT_1437736584549_36812440.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_148%2F1441099877850LWWRG_JPEG%2FSUBMIT_1437736585480_36812440.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_86%2F14410998780511BvGi_JPEG%2FSUBMIT_1437736583414_36812440.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_295%2F1441099878247YKrg3_JPEG%2FSUBMIT_1437736582544_36812440.jpg"""
26,라인필라테스 공덕점,서울 마포구 도화길 43 삼보나눔빌딩3층,02-714-7113,"주차, 무선 인터넷, 남/녀 화장실 구분, 제로페이, 국민지원금",,주말 07:00 - 14:00,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200515_93%2F1589512157334WnGq7_PNG%2Fq1p13G51n4WUMbLh4YVRvuWK.png"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201106_166%2F1604624779365b9T7y_PNG%2FAXsZGaaeZmRoRssa5tp8pilI.png"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201106_109%2F1604624779507g1nfc_PNG%2F4JyV6OCrDKW9uIc4etz7flQx.png"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200515_293%2F1589512128513iYobY_PNG%2Fz05DQsT3U1kofY9cK4InFWHq.png"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200515_121%2F1589512136045bPAAI_PNG%2FKlxRcIOHFKRUj-_qaaVPfw2z.png"""
27,인필라테스,서울 마포구 월드컵북로 206 2층,0507-1355-0630,"예약, 무선 인터넷, 남/녀 화장실 구분, 지역화폐(지류형), 지역화폐(카드형), 지역화폐(모바일형), 국민지원금",,,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190507_104%2F15572279996338L0w3_JPEG%2FZ59uQIM5fUUrnDfjHqxY2iHY.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190507_140%2F1557227999598nbXe2_JPEG%2F4hfiVwTlW4zlHSYN-yHYGAmD.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190507_18%2F1557227999625IDYTd_JPEG%2FohX1lRnNirVa0vYvj57uIuzX.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190507_293%2F155722799967297mUN_JPEG%2FrcXaxK_UpLnyLjapcz6w7KB0.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190507_292%2F1557227999577d12Pj_JPEG%2FYJvKY_nvVd-3pLvTzcEL2vQM.jpg"""
28,감성필라테스 아현점,서울 마포구 굴레방로 27 보성상가 4층 감성필라테스 아현점,0507-1466-1035,"주차, 무선 인터넷, 남/녀 화장실 구분, 제로페이, 국민지원금",,평일 09:00 - 22:00 공휴일 휴무,"""https://search.pstatic.net/common/?autoRotate=true&amp;type=w560_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210216_151%2F1613452214240nwnA9_PNG%2F1JWmHA7IZ-aJ9_WLWl63EuMR.png"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200416_100%2F1587013106134t9cQ3_JPEG%2FM2crwLpxRsMNcGCKzskKolMr.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210216_60%2F1613452361219VgHbd_JPEG%2F1QLbV_d5JfbSpm6_x0Jl8IkV.jpg"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200416_100%2F1587013102806f6g1P_PNG%2Fgy0IxNnI8U1I5SxAkOcSaoyC.png"", ""https://search.pstatic.net/common/?autoRotate=true&amp;type=w278_sharpen&amp;src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200716_120%2F1594906362722Qfo59_JPEG%2FoQ4C_cxNismTC9_R734miKzj.jpg"""
